courseKey,division,courseCode,courseTitle,capacity,beginTime,endTime,days,faculty
181,UG,CSC3324,Software Engineering I,15,5:10 PM,6:30 PM,MW,"KETTANI, Driss"
182,UG,CSC3325,Software Engineering II,25,3:40 PM,5:00 PM,MW,"KETTANI, Driss"
183,UG,CSC3326,Database Systems,15,2:00 PM,3:20 PM,TR,"ASSEM, Nasser"
184,UG,CSC3326L,Database Systems Lab,15,3:40 PM,5:30 PM,W,"ASSEM, Nasser"
185,UG,CSC3327,Internet Technologies,20,10:00 AM,10:50 AM,MWF,"IRAQI HOUSSAINI, Omar"
186,UG,CSC3351,Operating Systems,25,12:30 PM,1:50 PM,TR,"ABID, Mohamed Riduan"
187,UG,CSC3352,Computer Communications,20,3:30 PM,4:50 PM,TR,"ABBOU, Fouad Mohammed"
188,UG,CSC3352L,Computer Communication Lab,20,,,,"ABBOU, Fouad Mohammed"
189,UG,CSC3353,Computer Networks,25,12:00 PM,12:50 PM,MWF,"IRAQI HOUSSAINI, Omar"
190,UG,CSC3355,Cryptography,25,5:10 PM,6:30 PM,MW,"RACHIDI, Tajjeedine"
191,UG,CSC3361,Programming Challenges,15,6:00 PM,8:40 PM,W,"ABID, Mohamed Riduan"
192,UG,CSC4399,Internet Technologies II,20,3:40 PM,5:00 PM,MW,"IRAQI HOUSSAINI, Omar"
193,UG,CSC4399,Sp. Top. CSC: Data Mining,10,5:00 PM,6:20 PM,TR,"ASSEM, Nasser"
194,UG,CSC4399,Sp. Top. CSC:Cloud Computing,10,9:30 AM,10:50 AM,TR,"ABID, Mohamed Riduan"
195,UG,CSC4399,Adv.Top. in Computer Science,25,3:30 PM,4:50 PM,TR,FALAHBouchaib
196,GR,CSC5333,Master Thesis,10,,,,
197,GR,CSC5343,Final Project,10,,,,
198,GR,CSC5345,Data Mining,10,5:00 PM,6:20 PM,TR,"ASSEM, Nasser"
199,GR,CSC5361,Software Architecture and Design,10,12:30 PM,1:50 PM,TR,"SMITH, Kevin Scott"
200,GR,CSC5368,Wireless Digital Communication and,10,,,,"ABBOU, Fouad Mohammed"
201,GR,CSC5372,Software Testing,10,3:30 PM,4:50 PM,TR,FALAHBouchaib
202,GR,CSC5373,Cloud Computing,10,9:30 AM,10:50 AM,TR,"ABID, Mohamed Riduan"
203,UG,ECO1300,Introduction to Economics,30,9:30 AM,10:50 AM,TR,"HAMMOUD, Rhizlane"
204,UG,ECO2301,Microeconomics,30,10:00 AM,10:50 AM,MWF,"SATT, Harit"
205,UG,ECO2301,Microeconomics,30,11:00 AM,11:50 AM,MWF,"KONOU, Martin"
206,UG,ECO2301,Microeconomics,30,12:00 PM,12:50 PM,MWF,"SATT, Harit"
207,UG,ECO2301,Microeconomics,30,1:40 PM,2:30 PM,MWF,"KONOU, Martin"
208,UG,ECO2302,Macroeconomics,30,3:40 PM,5:00 PM,MW,"BAIJOU, Ahmad"
209,UG,ECO2302,Macroeconomics,30,9:30 AM,10:50 AM,TR,"FAKHAR, Ahlam"
210,UG,ECO2302,Macroeconomics,30,11:00 AM,12:20 PM,TR,"FAKHAR, Ahlam"
211,UG,ECO2302,Macroeconomics,30,3:30 PM,4:50 PM,TR,"FAKHAR, Ahlam"
212,UG,ECO3301,International Trade,25,5:10 PM,6:30 PM,MW,"BAIJOU, Ahmad"
213,UG,EGR1201,Introduction to Engineering,20,3:20 PM,5:00 PM,T,"ALJ, Yassine Salih"
214,UG,EGR1210,Computer Aided Engineering,20,8:00 AM,9:20 AM,TR,"LGHOUL, Rachid"
215,UG,EGR2301,Statics,28,5:00 PM,6:20 PM,TR,"LOUDIYI, Khalid"
216,UG,EGR2302,Engineering Economics,20,9:00 AM,9:50 AM,MWF,"KISSANI, Ilham"
217,UG,EGR2302,Engineering Economics,20,10:00 AM,10:50 AM,MWF,"KISSANI, Ilham"
218,UG,EGR2311,Dynamics,28,11:00 AM,11:50 AM,MWF,"BENTAMY, Anas"
219,UG,EGR2312,Mechanics of Materials,28,5:10 PM,6:30 PM,MW,"BENTAMY, Anas"
220,UG,EGR2391,Acc.for Engineering Management,25,10:00 AM,10:50 AM,MWF,
221,UG,EGR2391,Acc.for Engineering Management,30,12:00 PM,12:50 PM,MWF,"JABBOURI, Imad"
222,UG,EGR2391,Acc.for Engineering Management,30,11:00 AM,11:50 AM,MWF,
223,UG,EGR2391,Acc.for Engineering Management,30,2:40 PM,3:30 PM,MWF,
224,UG,EGR2391,Acc.for Engineering Management,30,11:00 AM,12:20 PM,TR,"HAMMOUD, Rhizlane"
225,UG,EGR2402,Electric Circuits,28,2:00 PM,3:20 PM,TR,"KHALLAAYOUN, Ahmed"
226,UG,EGR2402L,Electric Circuits  Lab,14,3:40 PM,5:30 PM,W,
227,UG,EGR2402L,Electric Circuits  Lab,14,5:00 PM,6:50 PM,T,
228,UG,EGR3301,Fluid Mechanics,28,3:40 PM,5:00 PM,MW,"BENTAMY, Anas"
229,UG,EGR3302,Thermodynamics,28,3:30 PM,4:50 PM,TR,"DARHMAOUI, Hassane"
230,UG,EGR3304,Material Sciences,25,2:40 PM,3:30 PM,MWF,"KHALDOUNE, Asmae"
231,UG,EGR3306,Engineering Instrumentation,20,11:00 AM,12:20 PM,TR,"ALJ, Yassine Salih"
232,UG,EGR3331,Digital Design,25,9:30 AM,10:50 AM,TR,"ALJ, Yassine Salih"
233,UG,EGR3331HC,Digital Design,10,9:30 AM,10:50 AM,TR,"ALJ, Yassine Salih"
234,UG,EGR3391,Principles of Management,30,9:00 AM,9:50 AM,MWF,"RINEHART, Milton Duncan"
235,UG,EGR3391,Principles of Management,30,10:00 AM,10:50 AM,MWF,"HASSI, Abderrahman"
236,UG,EGR3391,Principles of Management,30,3:40 PM,5:00 PM,MW,"ABORAMADAN, Mohammed"
237,UG,EGR3391,Principles of Management,30,9:30 AM,10:50 AM,TR,"EL GARAH, Ouafaa"
238,UG,EGR3401,Engineering Statistics,28,12:30 PM,1:50 PM,TR,"KISSANI, Ilham"
239,UG,EGR4391,Quant. Methods for Engineering Mgt,25,2:00 PM,3:20 PM,TR,"ALAOUI HAMIDI, Abdelhamid"
240,UG,EGR4391,Quant. Methods for Engineering Mgt,25,3:40 PM,5:00 PM,MW,"KONOU, Martin"
241,UG,EGR4391,Quant. Methods for Engineering Mgt,25,5:00 PM,6:20 PM,TR,
242,UG,EGR4391,Quant. Methods for Engineering Mgt,25,12:00 PM,1:20 PM,MW,"LEHNERT, Matthew Ryan"
243,UG,EGR4393,Production and Operations Managemen,30,9:30 AM,10:50 AM,TR,"ABRACHE, Jawad"
244,UG,EGR4393,Production and Operations Managemen,30,11:00 AM,11:50 AM,MWF,"Akaaboune, Adil"
245,UG,EGR4393,Production and Operations Managemen,30,12:00 PM,1:20 PM,MW,"Akaaboune, Adil"
246,UG,EGR4399,Special Topics: Heat Transfer,28,8:00 AM,9:20 AM,TR,"DARHMAOUI, Hassane"
247,UG,EGR4402,Capstone Design,40,,,,"ALJ, Yassine Salih"
248,UG,EGR4402HC,Capstone Design,10,,,,"ALJ, Yassine Salih"
249,UG,EGR4402L,Capstone Design Lab,40,,,,"ALJ, Yassine Salih"
250,UG,ENG1301,English Composition I,20,12:00 PM,12:50 PM,MWF,"HANSEN, Michelle"
251,UG,ENG1301,English Composition I,20,1:40 PM,2:30 PM,MWF,"HANSEN, Michelle"
252,UG,ENG1301,English Composition I,20,9:30 AM,10:50 AM,TR,"ACHIBAT, Karim"
253,UG,ENG1301,English Composition I,20,9:00 AM,9:50 AM,MWF,"FESTA, Monica"
254,UG,ENG1301,English Composition I,20,11:00 AM,11:50 AM,MWF,"FESTA, Monica"
255,UG,ENG1301,English Composition I,20,12:00 PM,12:50 PM,MWF,"FESTA, Monica"
256,UG,ENG1301,English Composition I,20,5:00 PM,6:20 PM,TR,"SEILSTAD, Brian David"
257,UG,ENG1301,English Composition I,20,9:00 AM,9:50 AM,MWF,"AMAKHMAKH, Naceur"
258,UG,ENG1301,English Composition I,20,10:00 AM,10:50 AM,MWF,"AMAKHMAKH, Naceur"
259,UG,ENG1301,English Composition I,20,3:40 PM,5:00 PM,MW,"HANSEN, Michelle"
260,UG,ENG2301,Critical Thinking & Written Communi,20,3:40 PM,5:00 PM,MW,"BORKOWSKI, Peter"
261,UG,ENG2301,Critical Thinking & Written Communi,20,2:00 PM,3:20 PM,TR,"BORKOWSKI, Peter"
262,UG,ENG2302,Writing for the Business,20,3:30 PM,4:50 PM,TR,"BORKOWSKI, Peter"
263,UG,ENG2302,Writing for the Business,20,11:00 AM,11:50 AM,MWF,"AMAKHMAKH, Naceur"
264,UG,ENG2302,Writing for  the Business,20,2:40 PM,3:30 PM,MWF,"EL MORTAJI, Latifa"
265,UG,ENG2303,Technical Writing,20,11:00 AM,12:20 PM,TR,"ACHIBAT, Karim"
266,UG,ENG2303,Technical Writing,20,3:30 PM,4:50 PM,TR,"ACHIBAT, Karim"
267,UG,ENG2320,Creative Writing,15,8:00 AM,9:20 AM,TR,"FESTA, Monica"
268,UG,FAS0210,Strategic Academic Skills,20,12:00 PM,12:50 PM,MWF,"MARBOUH, Hicham"
269,UG,FAS0210,Strategic Academic Skills,20,1:40 PM,2:30 PM,MWF,"MARBOUH, Hicham"
270,UG,FAS0210,Strategic Academic Skills,20,10:00 AM,10:50 AM,MWF,"MARBOUH, Hicham"
271,UG,FAS0210,Strategic Academic Skills,20,11:00 AM,11:50 AM,MWF,"MARBOUH, Hicham"
272,UG,FAS0210,Strategic Academic Skills,20,12:00 PM,12:50 PM,MWF,"POPOVA, Biliana"
273,UG,FAS0210,Strategic Academic Skills,20,1:40 PM,2:30 PM,MWF,"POPOVA, Biliana"
274,UG,FAS0210,Strategic Academic Skills,20,2:40 PM,3:30 PM,MWF,"POPOVA, Biliana"
275,UG,FAS0210,Strategic Academic Skills,20,5:00 PM,6:20 PM,TR,"POPOVA, Biliana"
276,UG,FAS0210,Strategic Academic Skills,20,9:30 AM,10:50 AM,TR,"BOUDIHAJ, Aouatif"
277,UG,FAS1220,Introduction to Critical Thinking,20,11:00 AM,12:20 PM,TR,"BOUDIHAJ, Aouatif"
278,UG,FAS1220,Introduction to Critical Thinking,20,12:30 PM,1:50 PM,TR,"BOUDIHAJ, Aouatif"
279,UG,FAS1220,Introduction to Critical Thinking,20,2:00 PM,3:20 PM,TR,"BOUDIHAJ, Aouatif"
280,UG,FAS1220,Introduction to Critical Thinking,20,9:30 AM,10:50 AM,TR,"KABEL, Ahmed"
281,UG,FAS1220,Introduction to Critical Thinking,20,11:00 AM,12:20 PM,TR,"KABEL, Ahmed"
282,UG,FAS1220,Introduction to Critical Thinking,20,12:30 PM,1:50 PM,TR,"KABEL, Ahmed"
283,UG,FAS1220,Introduction to Critical Thinking,20,2:00 PM,3:20 PM,TR,"KABEL, Ahmed"
284,UG,FAS1220,Introduction to Critical Thinking,20,5:00 PM,6:20 PM,TR,"MALKI, Abdellah"
285,UG,FAS1220,Introduction to Critical Thinking,20,6:30 PM,7:50 PM,TR,"MALKI, Abdellah"
286,UG,FIN3301,Principles of Finance,30,2:40 PM,3:30 PM,MWF,"JABBOURI, Imad"
287,UG,FIN3301,Principles of Finance,30,9:30 AM,10:50 AM,TR,"AGUENAOU, Samir"
288,UG,FIN3301,Principles of Finance,30,11:00 AM,12:20 PM,TR,"ALAOUI HAMIDI, Abdelhamid"
289,UG,FIN3302,Money and Banking,30,12:00 PM,1:20 PM,MW,"AGUENAOU, Samir"
290,UG,FIN3302,Money and Banking,30,11:00 AM,12:20 PM,TR,"KOUBIDA, Sallem"
291,UG,FIN3302,Money and Banking,30,3:40 PM,5:00 PM,MW,"LEBDAOUI, Hind"
292,UG,FIN3303,Corporate Financial Management,30,12:00 PM,1:20 PM,MW,"BOUARICH, Badre"
293,UG,FIN3303,Corporate Financial Management,30,1:40 PM,2:30 PM,MWF,"JABBOURI, Imad"
294,UG,FIN3303,Corporate Financial Management,30,5:10 PM,6:30 PM,MW,"BOUARICH, Badre"
295,UG,FIN3305,Intro. to Islamic Banking & Finance,25,5:10 PM,6:30 PM,MW,"LEBDAOUI, Hind"
296,UG,FIN3399,Special Topics in Finance:Auditing,25,12:30 PM,1:50 PM,TR,"BROWN, Zaynab"
297,UG,FIN4304,International Finance,25,12:30 PM,1:50 PM,TR,"KOUBIDA, Sallem"
298,UG,FIN4305,Financial Intermediation,25,11:00 AM,12:20 PM,TR,"AGUENAOU, Samir"
299,UG,FIN4306,Financial Investments & Securities,25,8:00 AM,9:20 AM,TR,"ALAOUI HAMIDI, Abdelhamid"
300,GR,FIN5309,Financial Risk Management,25,9:30 AM,10:50 AM,TR,"ALAOUI HAMIDI, Abdelhamid"
301,UG,FRE1301,Beginning French I,10,9:00 AM,9:50 AM,MWF,
302,UG,FRE1302,Beginning French II,10,10:00 AM,10:50 AM,MWF,
303,UG,FRE2301,Intermediate French,12,11:00 AM,12:20 PM,TR,
304,UG,FRN1305,Consolidating French,12,11:00 AM,1:00 PM,MWF,
305,UG,FRN1308,French for Academic Purposes I,17,9:30 AM,10:50 AM,TR,
306,UG,FRN1308,French for Academic Purposes I,17,3:40 PM,5:00 PM,MW,
307,UG,FRN2310,French for Academic Purposes II,17,3:40 PM,5:00 PM,MW,
308,UG,FRN2310,French for Academic Purposes II,17,9:30 AM,10:50 AM,TR,
309,UG,FRN2310,French for Academic Purposes II,17,11:00 AM,12:20 PM,TR,
310,UG,FRN2310,French for Academic Purposes II,17,12:30 PM,1:50 PM,TR,
311,UG,FRN3310,Advanced French-Writing & Speaking,17,12:00 PM,1:20 PM,MW,
312,UG,FRN3310,Advanced French-Writing & Speaking,17,9:30 AM,10:50 AM,TR,
313,UG,FRN3310,Advanced French-Writing & Speaking,17,11:00 AM,12:20 PM,TR,
314,UG,FRN3310,Advanced French Writing & Speaking,17,12:30 PM,1:50 PM,TR,
315,UG,FRN3310,Advanced French-Writing & Speaking,17,3:40 PM,5:00 PM,MW,
316,UG,FYE1102,First Year Experience Seminar II,80,5:00 PM,6:00 PM,M,"BOUGAMZA, Omar"
317,UG,FYE1102,First Year Experience Seminar II,80,6:00 PM,7:00 PM,T,"BOUGAMZA, Omar"
318,UG,FYE1102,First Year Experience Seminar II,80,5:00 PM,6:00 PM,W,"BOUGAMZA, Omar"
319,UG,FYE1102,First Year Experience Seminar II,80,5:00 PM,6:00 PM,R,"BOUGAMZA, Omar"
320,UG,GBU2301,Business Statistics,30,9:00 AM,9:50 AM,MWF,"LEHNERT, Matthew Ryan"
321,UG,GBU2301,Business Statistics,30,10:00 AM,10:50 AM,MWF,"LEHNERT, Matthew Ryan"
322,UG,GBU2301,Business Statistics,30,5:10 PM,6:30 PM,MW,"CHETIOUI, Youssef"
323,UG,GBU2301,Business Statistics,30,12:30 PM,1:50 PM,TR,
324,UG,GBU3203,"Enterprises, Markets,",30,5:00 PM,6:40 PM,R,"KASSAL, Hammad"
325,UG,GBU3203,"Enterprises, Markets,",30,6:50 PM,8:30 PM,R,"KASSAL, Hammad"
326,UG,GBU3203,"Enterprises, Markets,",30,9:00 AM,10:40 AM,F,"KASSAL, Hammad"
327,UG,GBU3302,Business Law and Ethics,30,8:00 AM,8:50 AM,F,"BENLAMHIDI, Sidi Abdellah"
328,UG,GBU3302,Business Law and Ethics,30,4:00 PM,5:50 PM,R,"BENLAMHIDI, Sidi Abdellah"
329,UG,GBU3302,Business Law and Ethics,20,9:00 AM,9:50 AM,F,"BENLAMHIDI, Sidi Abdellah"
330,UG,GBU3302,Business Law and Ethics,20,6:00 PM,7:50 PM,R,"BENLAMHIDI, Sidi Abdellah"
331,UG,GBU3302,Business Law and Ethics,18,9:00 AM,9:50 AM,F,
332,UG,GBU3302,Business Law and Ethics,18,6:00 PM,7:50 PM,R,
333,UG,GBU3311,Quantitative Methods in Business,25,2:00 PM,3:20 PM,TR,"ALAOUI HAMIDI, Abdelhamid"
334,UG,GBU3311,Quant. Methods for Engineering Mgt,25,3:40 PM,5:00 PM,MW,"KONOU, Martin"
335,UG,GBU3311,Quantitative Methods in Business,25,5:00 PM,6:20 PM,TR,
336,UG,GBU3311,Quantitative Methods in Business,25,12:00 PM,1:20 PM,MW,"LEHNERT, Matthew Ryan"
337,UG,GBU4100,Professional Career Development,30,1:40 PM,3:20 PM,F,"QUAISSE, Mohammed"
338,UG,GBU4100,Professional Career Development,30,3:40 PM,5:20 PM,F,"QUAISSE, Mohammed"
339,UG,GBU4100,Professional Career Development,30,5:40 PM,7:20 PM,F,"QUAISSE, Mohammed"
340,GR,GBU5020,Research Methodology Seminar,25,2:00 PM,3:20 PM,TR,"LEBDAOUI, Hind"
341,GR,GBU5306,Bus. Decision Making & Mgmt Science,25,11:00 AM,12:20 PM,TR,"ABRACHE, Jawad"
342,GR,GBU5320,MBA Final Project,15,,,,"KOUBIDA, Sallem"
343,UG,GEO1301,Introduction to Geography,30,9:00 AM,9:50 AM,MWF,"ROSS, Eric Stanley"
344,UG,GEO1301,Introduction to Geography,30,10:00 AM,10:50 AM,MWF,"ROSS, Eric Stanley"
345,GR,GEO5311,Environment and Security,20,12:00 PM,12:50 PM,MWF,"KALPAKIAN, Jack Vahram"
346,UG,HIS1301,History of the Arab World (English),30,12:00 PM,12:50 PM,MWF,"LOVE, Paul"
347,UG,HIS1301,History of the Arab World (English),30,5:10 PM,6:30 PM,MW,"MAGHRAOUI, Sidi Driss"
348,UG,HIS1301,History of the Arab World(English),30,12:30 PM,1:50 PM,TR,"MAGHRAOUI, Sidi Driss"
349,UG,HIS2301,Contemporary World History,30,10:00 AM,10:50 AM,MWF,"ELLIOTT, Derek"
350,UG,HIS2301,Contemporary World History,30,11:00 AM,11:50 AM,MWF,"ELLIOTT, Derek"
351,UG,HIS2302,N.Africa & the Middle East in 20th,30,3:40 PM,5:00 PM,MW,"LOVE, Paul"
352,UG,HIS2371,History & Cultures of Sub-Saharan,30,2:40 PM,3:30 PM,MWF,"ELLIOTT, Derek"
353,UG,HIS3310,Contemporary Moroccan History,20,3:30 PM,4:50 PM,TR,"MAGHRAOUI, Sidi Driss"
354,UG,HON2310,Honors Seminar I,10,6:40 PM,9:30 PM,W,"BORKOWSKI, Rossitsa"
355,UG,HON4310,Honors Seminar II,10,6:40 PM,9:30 PM,W,"BORKOWSKI, Rossitsa"
356,UG,HRD2300,Intro. to Human Resource Developmen,30,1:40 PM,2:30 PM,MWF,"KUMAR, Smita"
357,UG,HRD3302,Ethics in Professional Contexts,30,3:40 PM,5:00 PM,MW,"BORKOWSKI, Rossitsa"
